name,years active,player id,position
Nahuel Arena,2018-2020,320323af,DF
Franco Armani,2010-2020,b3e42951,GK
Adrián Arregui,2015-2020,2b972b34,MF
Martin Aruga,2018-2020,a1e5e726,MF
Joaquín Arzura,2013-2020,0eeb0b2f,MF
Santiago Ascacíbar,2016-2020,e26fcca3,MF
Fabián Assmann,2006-2020,151bb523,GK
Luciano Aued,2006-2020,c877f303,MF
Carlos Auzqui,2010-2020,476d6fbe,MF
Lucas Aveldaño,2008-2020,d120357b,DF
Nicolás Avellaneda,2014-2020,8604966c,GK
Ezequiel Ávila,2015-2020,253a06b9,MF
Gastón Ávila,2019-2020,f648b2e1,DF
Andrés Ayala,2018-2020,f6eed1b5,DF
David Ayala,2019-2020,06dafc0e,MF
Josué Ayala,2008-2020,caa977f4,GK
Tomás Badaloni,2017-2020,d3a444aa,FW
Luciano Balbi,2009-2020,8b93b1b4,DF
Leonardo Balerdi,2018-2020,7c3ed041,DF
Matías Ballini,2009-2020,15800611,MF
Éver Banega,2006-2020,fa937f7a,MF
Tiago Banega,2019-2020,b8131112,MF
Miguel Barbieri,2016-2020,0e8cbfc4,DF
David Barbona,2015-2020,62eef061,MF
Mariano Barbosa,2002-2020,aad4f74f,GK
Alexander Barboza,2015-2020,b1805c80,DF
Facundo Barboza,2016-2020,8f90ef78,MF
Lucas Bareiro,2016-2020,02a496ff,MF
Marcelo Barovero,2007-2020,868c0f75,GK
Jerónimo Barrales,2006-2020,ac8cf215,FW
Mauro Barraza,2019-2020,4775265c,MF
Álvaro Barreal,2018-2020,ffca53e1,MF
Maximiliano Barreiro,2014-2020,9c0ec084,FW
Leandro Barrera,2010-2020,2541391f,FW
Marcos Barrera,2006-2020,35133d99,DF
José Barreto,2018-2020,f5ee84d3,FW
Sergio Barreto,2017-2020,0c14329b,DF
Fernando Barrientos,2011-2020,7f6ab903,MF
Matías Barrios,2019-2020,3fa7eb30,DF
Nahuel Barrios,2016-2020,b2fabf7e,MF
Juan Barros,2015-2020,88a4c565,FW
Julio Barroso,2005-2020,f6aa051f,DF
Isaías Barroza,2019-2020,548dcf8a,MF
Augusto Batalla,2015-2020,fc627681,GK
Damián Batallini,2016-2020,be1395da,MF
Rodrigo Battaglia,2010-2020,d637fc22,MF
Juan Bautista Cascini,2016-2020,dbd352a2,MF
Juan Bauza,2016-2020,8b6ac404,MF
Jonathan Bay,2019-2020,663d052d,DF
Nazareno Bazán,2017-2020,a286e68e,FW
Nicolás Bazzana,2016-2020,8bc93bbb,DF
Franco Bechtholdt,2017-2020,b5380d3f,MF
Pablo Becker,2013-2020,3e05fa7b,MF
Franco Bellocq,2014-2020,b4d22e38,MF
Fernando Belluschi,2002-2020,269db7d5,MF
Tomás Belmonte,2017-2020,9928bf1a,MF
Lucas Beltrán,2018-2020,482d2bc3,FW
Exequiel Benavídez,2007-2020,cd0e0bc6,MF
Darío Benedetto,2008-2020,bef0a7ac,MF
Leandro Benegas,2009-2020,38610318,FW
Guillermo Benítez,2016-2020,5a149253,DF
Jonathan Benítez,2015-2020,def9e710,MF
Marcelo Benitez,2014-2020,6b6c72ac,DF
Martín Benítez,2011-2020,c122e34e,MF
Oscar Benítez,2011-2020,1699656,MF
Walter Benítez,2013-2020,8a2248b4,GK
Nicolás Berardo,2008-2020,e1e58ac6,DF
Gonzalo Bergessio,2005-2020,da001952,FW
Alexandro Bernabei,2019-2020,67b09a18,DF
Christian Bernardi,2016-2020,8f6e2b6a,MF
Germán Berterame,2016-2020,fa61a2db,FW
Facundo Bertoglio,2008-2020,f485d862,MF
Nicolás Bertolo,2006-2020,089f82b2,MF
Gonzalo Bettini,2011-2020,485a6d78,DF
Bruno Bianchi,2008-2020,733d2db2,DF
Lucas Biglia,2004-2020,5710a281,MF
Mariano Bíttolo,2009-2020,61120693,DF
Gustavo Blanco Leschuk,2010-2020,3b07529c,FW
Alexis Blanco,2008-2020,b7cfcfae,FW
Domingo Blanco,2016-2020,c21f5b76,MF
Ricardo Blanco,2018-2020,fd21f5b6,MF
Nicolás Blandi,2010-2020,b4519dd4,FW
Brian Blasi,2016-2020,6acfdf47,DF
Pablo de Blasis,2007-2020,9ab48bde,MF
Joaquín Blázquez,2019-2020,6a9e4913,GK
Mauro Bogado,2006-2020,b9b8076e,MF
Juan Bolado,2016-2020,809b80c1,GK
Agustín Bolívar,2017-2020,6aed6998,MF
Franco Bolo,2017-2020,6ea2b3db,FW
Enrique Bologna,2006-2020,33330466,GK
Ezequiel Bonifacio,2014-2020,0b6ff48b,MF
Fabián Bordagaray,2008-2020,7f7a6fdf,FW
Matías Borgogno,2017-2020,0bad403e,GK
Rubén Botta,2008-2020,b11fd1e7,MF
Jonathan Bottinelli,2002-2020,35b0c90a,DF
Walter Bou,2014-2020,b5143c97,FW
Tomás Bourdal,2019-2020,75216418,DF
Agustín Bouzat,2016-2020,a98f4de5,FW
Lucas Boyé,2014-2020,d49f3e6b,FW
Diego Braghieri,2006-2020,3dd562b8,DF
Claudio Bravo,2016-2020,5619c5e8,DF
Federico Bravo,2012-2020,5b1236c8,MF
Néstor Breitenbruch,2014-2020,44b130dc,DF
Santiago Briñone,2018-2020,55fa1a18,FW
Emanuel Brítez,2012-2020,fb29d05d,DF
Gustavo Britos,2016-2020,95586c3c,MF
Miguel Brizuela,2019-2020,ac2206e1,MF
Jorge Broun,2007-2020,6503ae16,GK
Iván Brun,2015-2020,ed3c2a89,GK
Juan Brunetta,2016-2020,d60099bc,MF
Emi Buendía,2014-2020,66b76d44,MF
Pablo Bueno,2019-2020,30daca69,FW
Julio Buffarini,2011-2020,66d9f8ee,DF
Ezequiel Bullaude,2018-2020,e0b5ac38,FW
Diego Buonanotte,2007-2020,4680cb30,MF
Guillermo Burdisso,2008-2020,34980324,DF
Valentín Burgoa,2017-2020,f99cfccb,MF
Esteban Burgos,2014-2020,40449bbd,DF
Javier Burrai,2016-2020,24bfa4d8,GK
Mauro Bustamante,2014-2020,bb9c4654,FW
Fabricio Bustos,2016-2020,82549f54,DF
Jonathan Bustos,2019-2020,5da960d0,MF
Nahuel Bustos,2016-2020,8f774c7f,FW
Willy Caballero,2001-2020,a179d516,GK
Favio Cabral,2019-2020,8b03eaf6,MF
Gustavo Cabral,2003-2020,92b4a127,DF
Osvaldo Cabral,2009-2020,6fb3779e,GK
Rodrigo Cabral,2019-2020,9c874e17,FW
Yonathan Cabral,2013-2020,40424ddf,DF
Enzo Cabrera,2017-2020,488ed820,FW
Jerónimo Cacciabue,2017-2020,a8456000,MF
Darío Cáceres,2017-2020,18637ecc,DF
Juan Cáceres,2019-2020,db887bdf,DF
Matías Cahais,2004-2020,9a4fd76b,DF
Maximiliano Caire,2008-2020,a01f790d,DF
Franco Calderón,2019-2020,838dea0a,DF
Adrián Calello,2006-2020,3f332fc1,MF
Stefano Callegari,2017-2020,71cfc4e8,DF
Jonathan Calleri,2013-2020,6922f806,FW
Alejandro Camargo,2009-2020,a3175433,MF
Facundo Cambeses,2016-2020,0a7c2b06,GK
Hugo Campagnaro,2002-2020,2ac01901,DF
Gastón Campi,2013-2020,74223a01,DF
Dante Campisi,2019-2020,3dff7ccb,GK
Alexis Canelo,2015-2020,fa828ce6,MF
Ezequiel Cañete,2019-2020,f53eb86a,FW
Marcelo Cañete,2010-2020,6c025d65,MF
Matías Cano,2016-2020,fec5b00f,GK
Héctor Canteros,2008-2020,82d5eeaa,MF
Nicolás Capaldo,2018-2020,6885cc44,MF
Gabriel Carabajal,2015-2020,7a694ae4,MF
Mateo Carabajal,2017-2020,ed132cc7,DF
Khalil Caraballo,2019-2020,f1c294a2,FW
Milton Caraglio,2006-2020,abc7b250,FW
Danilo Carando,2009-2020,7c1d9ad4,FW
Mauricio Caranta,2004-2020,08cfc25f,GK
Tomás Cardona,2016-2020,e5cabba3,DF
Evelio Cardozo,2019-2020,e7818b41,FW
Neri Cardozo,2003-2020,123a0c6e,MF
Julián Carranza,2017-2020,3e9ae1db,FW
Gabriel Carrasco,2016-2020,32fe8050,DF
Ramiro Carrera,2013-2020,44c271db,MF
Guido Carrillo,2010-2020,8f898ba8,FW
Federico Carrizo,2009-2020,1edc043c,MF
Matías Caruzzo,2005-2020,e39e25c9,DF
Tiago Casasola,2015-2020,756abb80,DF
Milton Casco,2008-2020,7dc4f16a,DF
Santiago Cáseres,2016-2020,958bba56,MF
Gonzalo Castellani,2010-2020,a089163c,MF
Alexis Castro,2015-2020,94e40a9f,MF
Federico Castro,2015-2020,6d628650,FW
Lucas Castro,2008-2020,56b2957b,MF
Matías Castro,2014-2020,421baace,FW
Nicolás Castro,2019-2020,72828b14,MF
Matías Catalán,2013-2020,e7eab8e7,DF
Juan Cavallaro,2011-2020,0e0fdf06,MF
Maximiliano Cavallotti,2017-2020,a0dd5f57,GK
Emanuel Cecchini,2015-2020,5c256395,MF
Kevin Ceceri,2016-2020,264ffe7c,DF
Maximiliano Centurión,2018-2020,2bea0550,DF
Ricardo Centurión,2011-2020,fac896b0,FW
Maximiliano Cerato,2010-2020,d64db7ed,FW
Ezequiel Cérica,2019-2020,4da07183,FW
Francisco Cerro,2010-2020,dce69a7c,MF
Ezequiel Cerutti,2013-2020,635c9552,FW
Franco Cervi,2014-2020,5e1028e5,MF
Lucas Chacana,2016-2020,cf1757dc,FW
Nereo Champagne,2007-2020,7a9fae62,GK
Tomás Chancalay,2017-2020,317be364,MF
Pablo Chavarría,2010-2020,4207e578,FW
Andrés Chávez,2011-2020,3e3ee8f7,MF
Ariel Chávez,2018-2020,7cfe2da5,DF
Cristian Chávez,2007-2020,f385f3c5,MF
Lucas Chávez,2016-2020,47e44704,GK
Ignacio Chicco,2016-2020,3723f64a,GK
Julián Chicco,2016-2020,92dacb99,MF
Leandro Chichizola,2010-2020,8d957256,GK
Cristian Chimino,2015-2020,84dc258d,DF
Diego Churín,2007-2020,875ac6e9,FW
Flavio Ciampichetti,2015-2020,b5a08817,FW
Emiliano Ciucci,2005-2020,342247ed,MF
Renato Civelli,2003-2020,71bc7742,DF
Enzo Coacci,2019-2020,8769bc93,MF
Facundo Cobos,2016-2020,5d88b1cf,DF
Germán Cochis,2019-2020,76b02a5e,FW
Sebastián Cocimanoz,2019-2020,645c1c99,MF
Nicolás Colazo,2008-2020,161b89a2,MF
Facundo Colidio,2018-2020,69a6523a,FW
Iván Colman,2016-2020,f624379d,MF
Fabricio Coloccini,2001-2020,78b3399f,DF
Santiago Colombatto,2015-2020,ad9fdbf3,MF
Ignacio Colombini,2009-2020,94b163e4,FW
Nazareno Colombo,2019-2020,8127de9b,DF
Gastón Comas,2019-2020,8b448292,MF
Lautaro Comas,2016-2020,3c611168,MF
Maximiliano Comba,2018-2020,f3f7f222,MF
Gabriel Compagnucci,2018-2020,9d3e62ff,MF
Fernando Coniglio,2015-2020,ea5d0211,FW
Germán Conti,2013-2020,7b18b6db,DF
Leandro Contín,2016-2020,890901f1,FW
Rodrigo Contreras,2012-2020,c1e5ab87,FW
Nicolás Cordero,2018-2020,78f10ec0,FW
Emanuel Coronel,2017-2020,e5aa6459,DF
Maximiliano Coronel,2009-2020,0a8dc9ca,DF
Ángel Correa,2012-2020,01eb744d,MF
Joaquín Correa,2011-2020,45b9b619,FW
Jorge Correa,2011-2020,45de2ad4,MF
Pablo Cortizo,2011-2020,49f5d3bb,MF
Claudio Corvalán,2010-2020,8cd70adc,DF
Fernando Cosciuc,2016-2020,86b5881f,DF
Federico Costa,2016-2020,bb881990,GK
Franco Costa,2015-2020,55c5d7c3,MF
Tino Costa,2009-2020,8f747a86,MF
Gonzalo Crettaz,2019-2020,3adfa4a6,GK
Franco Cristaldo,2014-2020,25b26e2e,MF
Jonatan Cristaldo,2006-2020,c4dbd5b8,FW
Juan Cruz Kaprof,2013-2020,4b27cda8,FW
Juan Cruz Komar,2014-2020,f4480f5b,DF
Juan Cruz Zurbriggen,2019-2020,1c321c5b,FW
Juan Cruz,2019-2020,72f5b81f,FW
Pablo Cuadra,2016-2020,4ded8d0a,FW
Fabián Cubero,2001-2020,5137e55f,MF
Patricio Cucchi,2019-2020,66708a43,FW
Brian Cucco,2014-2020,c5891da7,DF
Tomás Cuello,2016-2020,5c8615dd,MF
Juan Cuevas,2005-2020,18825efe,FW
Braian Cufré,2016-2020,192c89a6,DF
Emmanuel Culio,2004-2020,170eb35b,MF
Marcos Curado,2015-2020,40598c33,DF
Agustín Curruhinca,2019-2020,6abc87e1,FW
Darío Cvitanich,2003-2020,06a4bf18,FW
Israel Damonte,2001-2020,0a4bdeb6,MF
Juan Daniel Galeano,2012-2020,746fd20b,MF
Alejandro Daniel Toledo,2018-2020,16d6f3db,FW
Jesús Dátolo,2004-2020,49e7b005,MF
Héctor David Martínez,2017-2020,03d0ea9a,DF
Hernán De La Fuente,2017-2020,035db54d,DF
Pedro De la Vega,2018-2020,ef6e8c5b,FW
Rodrigo De Paul,2012-2020,162efffd,MF
Tomas De Vincenti,2011-2020,8e3e66a0,MF
Nicolás Delgadillo,2015-2020,6d5098d0,FW
Faustino Dettler,2018-2020,c2352966,FW
José Devecchi,2015-2020,5d448a04,GK
Francisco Di Franco,2012-2020,356bf6af,MF
Ángel Di María,2005-2020,19cda00b,FW
Leonel Di Plácido,2013-2020,a5e7e6dd,DF
Guido Di Vanni,2007-2020,3691b7a2,FW
Alexander Díaz,2018-2020,4032a5b0,MF
Augusto Díaz,2019-2020,34301f50,FW
Cristian Díaz,2015-2020,f3b176d7,DF
Damián Díaz,2006-2020,08e0a56b,MF
Enzo Díaz,2018-2020,411d2dc0,MF
Gabriel Díaz,2014-2020,2.69E+55,MF
Gastón Díaz,2007-2020,ef1c74af,DF
Iván Díaz,2019-2020,a53a69b6,MF
Leandro Díaz,2009-2020,3fee512a,FW
Mauro Díaz,2008-2020,5b96081a,MF
Rodrigo Díaz,2019-2020,54e2996e,DF
Tomás Díaz,2019-2020,66397382,FW
Fernando Diego Pellegrino,2014-2020,acf25a80,GK
Matías Dituro,2010-2020,b6160ad0,GK
Agustín Doffo,2015-2020,d4eddba8,MF
Nicolás Domingo,2004-2020,ffe9310e,MF
Federico Domínguez,2019-2020,884623f2,MF
Nery Domínguez,2013-2020,5887a70d,MF
Nicolás Domínguez,2016-2020,20b3a502,MF
Alejandro Donatti,2012-2020,74ebe778,DF
Mauro dos Santos,2008-2020,ec699fdd,DF
Sebastián Driussi,2013-2020,60e86875,MF
Sebastián Dubarbier,2006-2020,83877c7c,FW
Paulo Dybala,2012-2020,e0921a4f,MF
Matías Eduardo Esquivel,2019-2020,fdfee538,FW
Ángel Eduardo Viotti,2019-2020,fba68b3d,DF
Jalil Elías,2015-2020,ffab97dd,MF
Leandro Emmanuel Martínez,2015-2020,74758396,MF
Marcos Enrique,2019-2020,e7454d25,MF
Cristian Erbes,2009-2020,b6b79e34,MF
Iván Erquiaga,2017-2020,d6558b78,DF
Gonzalo Escalante,2012-2020,3f79a1c8,MF
Lautaro Escalante,2019-2020,d4032251,MF
Gonzalo Escobar,2016-2020,12207ec1,DF
Matías Escudero,2014-2020,93b9c7f8,DF
Gabriel Esparza,2014-2020,481bfc60,FW
Nahuel Estévez,2018-2020,cec60a2f,MF
Tulio Etchemaite,2016-2020,f4c35f38,FW
Fernando Evangelista,2012-2020,19ab779d,DF
Matías Ezequiel Rodríguez,2017-2020,13fece97,MF
Víctor Ezequiel Salazar,2006-2020,e498257c,DF
Marcos Fabián Sánchez,2019-2020,493ce406,DF
Kevin Facundo Gutiérrez,2017-2020,b9412d9e,MF
Caín Fara,2019-2020,3d430e86,DF
Lorenzo Faravelli,2010-2020,edd0ec6a,MF
Agustín Farías,2014-2020,ea8d470b,MF
Facundo Farías,2019-2020,8863ae75,MF
Brian Farioli,2019-2020,acbef1bb,MF
Federico Fazio,2007-2020,4e358a2d,DF
Nicolás Femia,2019-2020,762fa3e3,MF
Brian Fernández,2014-2020,857e2586,MF
Damián Fernández,2019-2020,a15750e1,DF
Federico Fernández,2008-2020,f25b010f,DF
Gastón Fernández,2002-2020,4b92bcf3,FW
Gustavo Fernández,2008-2020,c8aea686,FW
Ignacio Fernández,2010-2020,97a17c0b,MF
Julián Fernández,2009-2020,4bc7448d,MF
Leandro Fernández,2011-2020,c18bd878,FW
Mauro Fernández,2011-2020,d523c0a3,MF
Nicolás Fernández,2017-2020,31d73bbd,FW
Tomás Fernández,2018-2020,491eb973,FW
Diego Fernando Dorregaray,2017-2020,a2ab450c,FW
Juan Fernando Garro,2010-2020,6009bf94,MF
Franco Ferrari,2019-2020,64bb0648,DF
Franco Ferrari,2018-2020,e623d2a0,FW
Gianluca Ferrari,2018-2020,09e1d2b1,DF
Rafael Ferrario,2019-2020,6853a0e2,GK
Cristian Ferreira,2017-2020,f088e129,MF
Daniel Ferreyra,2006-2020,99be6f00,GK
Facundo Ferreyra,2008-2020,b39a793e,FW
Leonel Ferroni,2017-2020,ce9a4828,DF
Héctor Fértoli,2016-2020,54328474,MF
Jorge Figal,2014-2020,91e44066,DF
Tobías Figueroa,2011-2020,b1f3c401,FW
Víctor Figueroa,2002-2020,c2390e21,FW
Leandro Finochietto,2018-2020,26d0d1a1,GK
Leandro Fleitas,2004-2020,34da2371,DF
César Florentín,2019-2020,9e809ff4,MF
Agustín Fontana,2014-2020,deb75bd4,FW
Fabricio Fontanini,2010-2020,13fae731,DF
Nicolás Forastiero,2019-2020,d3a3e986,DF
Mauro Formica,2006-2020,fd554256,MF
Juan Foyth,2016-2020,6c7762c3,DF
Franco Fragapane,2013-2020,09538c47,MF
Franco Fragueda,2018-2020,c0851c2b,GK
Alan Franco,2016-2020,a548281c,DF
Daniel Franco,2015-2020,53599e0e,DF
Juan Franzoni,2017-2020,c87e4da2,FW
Nicolás Freire,2012-2020,653222cd,DF
Alejandro Frezzotti,2003-2020,25085869,MF
Adonis Frías,2018-2020,1b2f1090,DF
Matías Fritzler,2004-2020,e4100467,MF
Ramiro Funes Mori,2012-2020,89cbc961,DF
Rogelio Funes Mori,2009-2020,bf9a2406,FW
Julio Furch,2010-2020,84d35e44,FW
Francisco Fydriszewski,2014-2020,bb7a1a4a,FW
Adrián Gabbarini,2009-2020,48cb5bdf,GK
Iván Gabriel Maggi,2019-2020,d8abe9f9,FW
Maximiliano Gagliardo,2019-2020,11467f14,GK
Fernando Gago,2004-2020,e86337bd,MF
Adolfo Gaich,2018-2020,8dfed6e9,FW
Nicolás Gaitán,2007-2020,7ebfac0f,MF
Pablo Gaitán,2012-2020,bf10338e,MF
Leonel Galeano,2009-2020,53144c79,DF
Hernán Galíndez,2008-2020,89c136f6,GK
Nahuel Gallardo,2017-2020,87b8a7a5,DF
Santiago Gallucci Otero,2013-2020,7b1e608c,MF
Giuliano Galoppo,2017-2020,a8eeadaf,MF
Brian Galván,2017-2020,bbfbd4d3,MF
Jonathan Galván,2015-2020,f865dc98,MF
Lucas Gamba,2015-2020,ca252a8a,MF
Facundo Ganci,2019-2020,ab65a482,MF
Javier Gandolfi,2002-2020,1616e50f,DF
Ezequiel Garay,2004-2020,ac3fb1be,DF
Facundo Garcés,2016-2020,20c88f8f,DF
Mateo García,2016-2020,62db2015,MF
Matías García,2013-2020,91e7fc9a,MF
Matías García,2016-2020,fd4c1b7a,MF
Santiago García,2008-2020,0dca0fd9,DF
Benjamín Garré,2016-2020,351780d8,FW
Federico Gattoni,2018-2020,86087757,DF
Paulo Gazzaniga,2011-2020,63d17038,GK
Santiago Gentiletti,2004-2020,4ac07e1b,DF
Francisco Gerometta,2019-2020,70e92629,DF
Lautaro Gianetti,2011-2020,e08ac719,DF
Emmanuel Gigliotti,2009-2020,03a8b265,FW
Gastón Gil Romero,2011-2020,912652f3,MF
Leonardo Gil,2013-2020,0ac8475f,MF
Gastón Giménez,2015-2020,ab66cc31,MF
Nicolás Giménez,2015-2020,e3cfbfc5,MF
Santiago Giménez,2018-2020,37337aea,FW
Fernando Godoy,2008-2020,532066bf,MF
Franco Godoy,2016-2020,b3973703,MF
Leonardo Godoy,2015-2020,0f9d8e45,DF
Paolo Goltz,2002-2020,815da2cb,DF
Elías Gómez,2013-2020,9f110faf,DF
Gastón Gómez,2016-2020,33c24be0,GK
Iván Gómez,2016-2020,426ec996,MF
Lucas Gómez,2017-2020,e1cd7d5c,FW
Luciano Gómez,2016-2020,0bc8cd45,MF
Mariano Gómez,2017-2020,49a28383,DF
Matías Gómez,2017-2020,f0309a21,FW
Maximiliano Gómez,2018-2020,b4f04431,MF
Papu Gómez,2005-2020,6e4df551,FW
Rodrigo Gómez,2012-2020,9b696c39,MF
Imanol González Benac,2016-2020,46ef5ad0,DF
Ramiro González Hernández,2017-2020,cd91ec40,DF
Leandro González Pirez,2010-2020,5ba1112c,DF
Ángel González,2015-2020,71d1706c,MF
Diego González,2007-2020,2e949638,MF
Emiliano González,2019-2020,e4f93b06,GK
Federico González,2005-2020,fc7c4978,FW
Francisco González,2019-2020,d266af3b,FW
Franco González,2019-2020,b6980914,MF
Gaston Gonzalez,2019-2020,74fef6d2,MF
Lucas González,2019-2020,528b1be4,MF
Nicolás González,2017-2020,32781bd1,MF
Pablo González,2005-2020,267aeac2,FW
Rodrigo González,2018-2020,a01052f2,DF
Nicolás Gorobsov,2007-2020,3958ea7f,DF
Nicolás Gorosito,2014-2020,073db7e5,DF
Gustavo Gotti,2017-2020,66245554,FW
Francisco Grahl,2017-2020,9673b7dd,MF
Fausto Grillo,2014-2020,b747edb2,DF
Cristian Guanca,2015-2020,5341453,FW
Manuel Guanini,2015-2020,0b4b4905,DF
Gabriel Gudiño,2016-2020,e5b011c2,MF
Tomás Guidara,2016-2020,14efa370,DF
Germán Guiffrey,2018-2020,80fbd865,DF
Marcos Guillermo Díaz,2009-2020,cf184887,GK
Adrián Guillermo Sánchez,2019-2020,bfb67716,MF
Enzo Gutiérrez,2004-2020,c43f1953,FW
Jonás Gutiérrez,2001-2020,816fd91c,MF
Marcos Mauro López Gutiérrez,2017-2020,b3b62f94,DF
Lautaro Guzmán,2018-2020,1a8ed4a1,FW
Nahuel Guzmán,2006-2020,d8f11068,GK
Gabriel Hachen,2011-2020,f8dd4788,FW
Joaquín Hass,2018-2020,8801bd4f,GK
Gabriel Hauche,2006-2020,e0abe95e,FW
Agustin Hausch,2019-2020,098a28f8,FW
Fabián Henríquez,2015-2020,7cc129e9,MF
Agustín Heredia,2017-2020,b5baec18,DF
Leonardo Heredia,2017-2020,45cfa4ba,MF
Javier Hernán García,2008-2020,55c66abd,GK
Diego Hernán Morales,2008-2020,0358cf4d,GK
Federico Hernán Pereyra,2015-2020,b1bb3b77,DF
Emanuel Herrera,2012-2020,f9436015,FW
Guido Herrera,2016-2020,4b9b1f3a,GK
Jonathan Herrera,2017-2020,2f6ff462,FW
Marcelo Herrera,2018-2020,460cfb5b,DF
Marcelo Herrera,2012-2020,568b02de,DF
Santiago Hezze,2019-2020,3694fad1,MF
Federico Hidalgo Gasparini,2018-2020,cb843436,MF
Gonzalo Higuaín,2004-2020,8a08491a,FW
Rodrigo Holgado,2017-2020,b25e597e,FW
Juan Manuel Munafo Horta,2009-2020,b168e80c,MF
Lucas Hoyos,2014-2020,848cbc52,GK
Michael Hoyos,2009-2020,76cf9432,MF
Ignacio Huguenet,2016-2020,d10d3e72,FW
César Ibáñez,2019-2020,78d48e60,DF
Matías Ibáñez,2010-2020,b572afaa,GK
Nelson Ibáñez,2006-2020,52694a03,GK
Nicolás Ibáñez,2016-2020,0cab947b,FW
Franco Ibarra,2019-2020,db6540c5,MF
Mauro Icardi,2011-2020,43b78598,FW
Walter Iglesias,2007-2020,0ca00960,MF
Juan Ignacio Dinenno,2013-2020,fc2c5692,FW
Ramón Ignacio Fernández,2005-2020,f931c8c9,MF
Juan Ignacio Méndez,2017-2020,035a3093,DF
Francisco Ilarregui,2014-2020,36d0eb31,FW
Federico Illanes,2015-2020,488cada2,MF
Joaquín Indacoechea,2019-2020,364f8641,MF
Luis Ingolotti,2018-2020,e5b1d1e6,GK
Emanuel Iñíguez,2018-2020,ff022a7c,DF
Gaspar Iñíguez,2011-2020,326766d0,MF
Cristian Insaurralde,2012-2020,4971e653,FW
Manuel Insaurralde,2018-2020,eb1df660,MF
Nelson Insfrán,2018-2020,6a72010c,GK
Emanuel Insúa,2011-2020,792c7b94,DF
Emiliano Insúa,2006-2020,f3cccffe,DF
Robertino Insúa,2016-2020,8d78946c,MF
Manuel de Iriondo,2015-2020,85bcbc6c,MF
Eugenio Isnaldo,2012-2020,1da79504,MF
Carlos Izquierdoz,2010-2020,cf5c3ef1,DF
Sebastián Jaime,2009-2020,11c75dcd,MF
Lucas Janson,2012-2020,f3f2db7a,MF
Franco Jara,2007-2020,413cce14,FW
Leonardo Jara,2008-2020,688aaca2,MF
Carlos Javier Beltrán,2012-2020,c3721674,DF
Rodrigo Javier Noya,2014-2020,cb8b660b,DF
Fernando Joao,2019-2020,49a7b8fd,FW
Lautaro Joel Parisi,2019-2020,f22f1e14,FW
Jony,2016-2020,60665492,MF
Federico Jourdan,2011-2020,e45dc044,MF
Yoel Juárez,2018-2020,f2588f88,MF
Mariano Julio Izco,2004-2020,0d2bdb4b,MF
Enzo Kalinski,2006-2020,53dab9a5,MF
Mateo Klimowicz,2019-2020,2b7c56b4,MF
Matías Kranevitter,2012-2020,314bdac5,MF
Matías Laba,2010-2020,6e434dbc,MF
Agustín Lagos,2019-2020,09cdea58,DF
Gonzalo Lamardo,2017-2020,541cceab,MF
Érik Lamela,2008-2020,abe66106,MF
Nicolás Laméndola,2019-2020,bde55241,FW
Manuel Lanzini,2010-2020,26f6dca8,MF
Joaquín Larrivey,2007-2020,7ae94e67,FW
Joaquín Laso,2015-2020,3c7a3791,DF
Federico Laurito,2008-2020,229a8702,FW
Jeremías Ledesma,2015-2020,6c4776b1,GK
Anibal Leguizamón,2019-2020,c3f9ebff,DF
Nicolás Leguizamón,2016-2020,a548428a,FW
Cristian Lema,2010-2020,2c20f2fb,DF
Damián Lemos,2015-2020,c709f627,MF
Joaquín Lencinas,2005-2020,37f856f9,DF
Danilo Lerda,2009-2020,2677e57b,GK
Federico Lértora,2011-2020,8e8cceac,MF
Nery Leyes,2014-2020,a60c260b,MF
Gastón Lezcano,2011-2020,9838cb70,FW
Lucas Licht,2001-2020,b2a1c1aa,MF
Nicolás Linares,2017-2020,dbc15928,MF
Dan Lincoln,2014-2020,061e0417,MF
Andrés Lioi,2017-2020,3ed7e0da,MF
Cristian Llama,2004-2020,bb0a947b,MF
Francesco Lo Celso,2019-2020,53ea4157,MF
Giovani Lo Celso,2015-2020,d7553721,MF
Gastón Lodico,2017-2020,0373879c,MF
Emanuel Loeschbor,2006-2020,4a516d57,DF
Luciano Lollo,2011-2020,6ed8d841,DF
Sebastián Lomonaco,2016-2020,b7668b24,FW
Hernán Lopes,2009-2020,1483cefd,DF
Elías López,2019-2020,bc78521f,MF
Lisandro López,2009-2020,8320fe65,DF
Lisandro López,2002-2020,bc55bb5a,MF
Maxi López,2001-2020,ad469944,FW
Sergio López,2011-2020,ab0fe1df,MF
Gustavo Lorenzetti,2003-2020,717f790e,FW
Juan Antonio Di Lorenzo,2017-2020,d1325d1b,DF
Maximiliano Lovera,2016-2020,c27ae377,MF
Cristian Lucchetti,2001-2020,4e49d4fd,GK
Adrián Lucero,2003-2020,c94184b9,MF
Maximiliano Lugo,2008-2020,2574b447,DF
Leandro Luis Desábato,2010-2020,a3645430,MF
José Luis Fernández,2007-2020,ba9c88c6,MF
José Luis Palomino,2009-2020,921f6058,DF
Mauro Luna Diale,2019-2020,19d9859a,FW
Ezequiel Luna,2005-2020,772e46d9,DF
Fernando Luna,2015-2020,7dba24cc,MF
Germán Lux,2001-2020,14ed837f,GK
Alexis Mac Allister,2017-2020,83d074ff,MF
Francis Mac Allister,2016-2020,1cc51702,MF
