,Player Name,Players ID,Years Active,Position Played
2496,Alexis Devick,48aff445,2018-2019,DF
2497,Vinny Devilaine,ec9caede,2019-2020,GK
2498,Céline Deville,98a7e8ad,2011-2018,GK
2499,David Deville,63cec55e,2017-2018,DF
2500,Kévin Devillers,6d20035e,2017-2018,FW
2501,Charles Devineau 1999-2002 · MF · Nantes,6a391d1e,1999-2002,MF
2502,Gwenaëlle Devleesschauwer,7bd4fcf5,2019-2020,DF
2503,Romain Devoucoux,bfb4ad0e,2017-2018,FW
2504,Christopher Dewaele,116288eb,2018-2019,MF
2505,Frédéric Dewez,b9411a4b,2018-2019,DF
2506,Florian Dezitter,ab00828d,2017-2019,FW
2507,Imad Dhib,34436ac4,2017-2018,MF
2508,Mathieu Dhondt,09f3f1cc,2018-2019,DF
2509,"Vikash Dhorasoo 1999-2007 · MF · Lyon, Paris Saint-Germain, Bordeaux, Milan, France",8c803b45,1999-2007,MF
2510,Crispus Dhuissa,aaa11537,2017-2018,FW
2511,Vincent Di Bartoloméo,63df50a4,2013-2017,DF
2512,Alexis Di Giusto,cbed3865,2017-2018,FW
2513,Joseph Di Maria,c155a7c2,2017-2018,FW
2514,Hugo Di Piazza,74b0d60c,2018-2019,MF
2515,"Alex Di Rocco 1999-2001 · FW · Sedan, Aberdeen, Saint-Étienne",0c16a204,1999-2001,FW
2516,Théo Di Rosa,d518f36c,2014-2015,MF
2517,Vincent Di Stefano,fc67a7f8,2014-2016,DF
2518,"David Di Tommaso 1999-2006 · DF · Sedan, Utrecht, Monaco",a145fbc8,1999-2006,DF
2519,Romain Di Vora,f060cfa4,2017-2018,MF
2520,Amadou Dia,a3c0cb56,2014-2019,MF
2521,Baïdy Dia,d34257d7,2014-2018,FW
2522,Boulaye Dia,244bc2c8,2018-2020,FW
2523,Demba Dia,dd3ba869,2018-2019,FW
2524,Diakarya Dia,95dccb45,2018-2019,DF
2525,Mamadou Dia,c55860e5,2014-2020,DF
2526,Moussa Dia,67ef7ef3,2017-2018,MF
2527,Simon Dia,10aacee0,2017-2019,FW
2528,Sliman Dia,92c07849,2017-2018,FW
2529,Yero Dia,005230d4,2004-2015,DF
2530,Moriba Diabaté,0cdff4c6,2019-2020,DF
2531,Omar Diabira,c7a81ad5,2019-2020,FW
2532,Abou Diaby,8c8b5071,2004-2017,MF
2533,Aboudramane Diaby,5c6dd15c,2018-2019,DF
2534,Aboulaye Diaby,f6617eab,2017-2020,MF
2535,Adama Diaby,d0faaf8f,2019-2020,MF
2536,Dialamba Diaby,083fb1c7,2018-2020,FW
2537,Lamine Diaby,8c410668,2019-2020,MF
2538,Mory Diaby,e4430b60,2019-2020,GK
2539,Moussa Diaby,aeed5c06,2017-2020,MF
2540,Oumar Diaby,f05ae01c,2015-2016,FW
2541,Oumarou Diaby,332fff5c,2013-2015,MF
2542,Ousman Diaby,e3c77865,2019-2020,DF
2543,Phousseyne Diaby,b3449d81,2012-2013,MF
2544,Ismael Diack,3226903b,2018-2019,DF
2545,Corinne Diacre,8f8fe9c9,acre 2003,DF
2546,Gauthier Diafutua,641dc2b5,2006-2009,FW
2547,Amadou Diagne,ea6bc2ed,2019-2020,DF
2548,Matar Diagne,0d3d4352,2018-2019,MF
2549,Tony Diagne,327a004a,2010-2018,DF
2550,Toumani Diagouraga,2b434600,2005-2020,MF
2551,Moctar Diahaby,25d3e7ed,2019-2020,FW
2552,Adama Diakhaby,65585e3a,2016-2020,MF
2553,Lassana Diakhaby,eee22f51,2019-2020,DF
2554,Mouctar Diakhaby,d2110326,2016-2020,DF
2555,Souareba Diakhaby,c2867d9f,2018-2019,FW
2556,Kaoussou Diakhaté,fe0982ae,2017-2018,MF
2557,Mohamed Diakhaté,28eeca75,2018-2019,DF
2558,Moussa Diakhité,940d16f3,2018-2019,FW
2559,Abdelaye Diakité,8e5526ed,2014-2015,DF
2560,Adama Diakité,64b7272f,2012-2018,FW
2561,Alassane Diakité,7825c2a2,2018-2019,MF
2562,Bafodé Diakité,1bfb6fef,2018-2020,DF
2563,Banfa Diakité,0cda487d,2017-2020,MF
2564,Modibo Diakité,e5eb4ab4,2005-2019,DF
2565,Lassana Diako,29e00d48,2018-2020,FW
2566,Mickaël Diakota,6f05124e,2018-2020,MF
2567,Tidiani Dialllo,fb11a219,2018-2019,DF
2568,Abdou Diallo,fc62f087,2014-2020,DF
2569,Aminata Diallo,fdede86d,2016-2020,MF
2570,Bradley Diallo,f99722f8,2011-2020,DF
2571,Ibrahima Diallo,11ff3d56,2017-2020,MF
2572,Issaga Diallo,2f22fe49,2011-2015,MF
2573,Kalidou Diallo,c9fcf118,2019-2020,DF
2574,Mansour Diallo,fb3c2b8c,2019-2020,FW
2575,Namakoro Diallo,c6fdb9d3,2016-2018,DF
2576,Ousman Diallo,da0b0534,2018-2019,MF
2577,Ousmane Diallo,26d5bb83,2018-2019,MF
2578,Ousmane Diallo,a9a14fb2,2019-2020,DF
2579,Patrick Diallo,2d2e185a,2018-2019,MF
2580,Thierno Diallo,9efc5882,2017-2018,GK
2581,Tidiane Diallo,62ca2804,2018-2019,MF
2582,Youssoufi Diallo,3f60db8d,2018-2019,MF
2583,Zakaria Diallo,158da7ea,2010-2020,DF
2584,Eymyn Diane,6e72473a,2019-2020,FW
2585,Djibril Dianessy,129e0f9e,2014-2019,MF
2586,Djibril Diani,4d095331,2018-2019,MF
2587,Kadidiatou Diani,facfa8cb,2015-2020,FW
2588,Alou Diarra,9b74ce00,2002-2017,MF
2589,Bakary Diarra,a58f4889,2018-2019,FW
2590,Djibril Diarra,0642a4a7,2018-2019,DF
2591,Doumbé Diarra,4c28b68a,2018-2019,FW
2592,Hamidou Diarra,5b02507f,2017-2020,GK
2593,Karim Diarra,addf8272,2019-2020,MF
2594,Lassana Diarra,79584585,2005-2019,MF
2595,Mahamadou Diarra,fb4d270c,2019-2020,MF
2596,Moussa Diarra,698f11e3,2018-2020,DF
2597,Moussa Diarra,f60061af,2014-2020,MF
2598,Raphaël Diarra,1dd5b593,2015-2020,DF
2599,Stéphane Diarra,29939a1d,2015-2020,MF
2600,Woude Diarra,b0189fe1,2017-2018,FW
2601,Bamba Diarrassouba,3bd7fcd5,2013-2018,DF
2602,Inza Diarrassouba,95c05b89,2017-2020,MF
2603,Alexandre Dias,7c1eb651,2019-2020,FW
2604,Leandro Dias,8f36ff0c,2014-2015,MF
2605,Lucas Dias,d83f8f69,2016-2020,GK
2606,Rafaël Dias,d45a265f,2009-2019,MF
2607,Amadou Diatta,a9acf831,2017-2018,DF
2608,Mory Diaw,f41a69e6,2017-2018,GK
2609,Abdoul Diawara,1fd66907,2014-2018,FW
2610,Bakary Diawara,cea034e0,2017-2018,MF
2611,Boubakar Diawara,966c0f10,2019-2020,MF
2612,"Djibril Diawara 1999-2002 · DF · Torino, Bolton Wanderers, Cosenza",31ab7ffa,1999-2002,DF
2613,Kandet Diawara,1f038218,2019-2020,MF
2614,Mamadou Diawara,84d12216,2013-2014,FW
2615,Waly Diawara,c864885f,2018-2019,DF
2616,Kévin Diaz,847658ef,2008-2017,MF
2617,Kévin Diaz,d2d7d20d,2007-2019,FW
2618,Lidahi Diaz,272e14c7,2018-2019,FW
2619,Lorenzo Diaz,b3ae8d03,2019-2020,MF
2620,Hans Dibi,0fd3db68,2010-2011,DF
2621,Victor Didierjean,ae0b7fb7,2017-2020,DF
2622,Thomas Didillon,a3d524cb,2013-2020,GK
2623,Étienne Didot,d2aa8ac0,2002-2019,MF
2624,Sylvain Didot,c4c04b4e,2003-2004,MF
2625,Djibill Diébakhaté,619763b8,2017-2018,FW
2626,Joël Dielna,940e6062,2014-2017,FW
2627,Gaëtan Diemer,4359770b,2017-2018,FW
2628,Nathanaël Dieng,8ac399b1,2017-2020,MF
2629,"Oumar Dieng 1999-2006 · DF · Konyaspor, Çaykur Rizespor, Sedan, Trabzonspor, Akratitos",1ada5702,1999-2006,DF
2630,Timothée Dieng,fabed0b8,2012-2020,MF
2631,Charles Diers,b6f4300e,2009-2016,MF
2632,Guillaume Dietsch,e11a39aa,2018-2020,GK
2633,Johan Diette,b48441f0,2018-2019,GK
2634,Nicolas Dieuze,57992d1e,2000-2011,MF
2635,Didier Digard,557f1466,2007-2018,MF
2636,Ange Digbeu,8601010b,2016-2020,DF
2637,Lucas Digne,1b84dbe1,2011-2020,DF
2638,Khamis Digol N'Dozangue,4e94909e,2016-2019,DF
2639,Nicolas Diguiny,0efb40bb,2009-2020,MF
2640,Noah Diliberto,5659d773,2019-2020,MF
2641,Christopher Dilo,2448eba5,2012-2020,GK
2642,Patrice Dimitriou,9041e186,2015-2020,MF
2643,Junior Dindangila,38b89fc7,2019-2020,MF
2644,Frédéric Dindeleux,3378af21,2000-2008,DF
2645,Salah Dine Radi,c693b91e,2019-2020,MF
2646,Matthieu Dinet,ec342230,2017-2018,MF
2647,Elodie Dinglor,6867c6a3,2017-2019,DF
2648,Kévin Diogo,701211d3,2013-2019,MF
2649,Djeffrey Diolot Dompeydant,9a57ab15,2017-2018,GK
2650,Ahmed Diomandé,8bbd3d41,2019-2020,FW
2651,Badara Diomandé,390d66c8,2018-2019,MF
2652,"Bernard Diomède 1999-2004 · FW-MF · Ajaccio, Auxerre, France",db14c317,1999-2004,MF
2653,Mael Diong,859fddc7,2018-2019,MF
2654,Maguette Diongue,fdc73185,2014-2019,MF
2655,Lois Diony,4be0b467,2012-2020,GK
2656,Abdaramane Diop,c01dc12b,2017-2020,FW
2657,Ass Diop,f6c258d8,2019-2020,FW
2658,Gora Diop,6b2f14a4,2019-2020,FW
2659,Ibrahima Diop,2e603a11,2018-2019,FW
2660,Issa Diop,a712ca2b,2015-2020,DF
2661,Mamadou Diop,dccbddbe,2017-2020,DF
2662,Marvin Diop,493fbcae,2014-2016,FW
2663,Omar Diop,5f462ead,2018-2019,DF
2664,Serigne Diop,8c331925,2006-2010,MF
2665,Sofiane Diop,19053e31,2018-2020,MF
2666,Yaya Diop,5db687fb,2017-2020,DF
2667,Gabin Diot,266e0bf6,2017-2020,FW
2668,Haïlé Diouf,1b94d9ed,2018-2019,MF
2669,Yehvann Diouf,eedea60b,2016-2020,GK
2670,Arthur Dirand,628ec431,2018-2019,DF
2671,Dorian Diring,7ec4b1ac,2013-2020,MF
2672,Axel Disasi,ad82197c,2015-2020,DF
2673,Clément Distave,66df836c,2017-2018,MF
2674,Sylvain Distin,002d06bb,2000-2016,DF
2675,Lamine Djaballah,dea02f91,2011-2019,FW
2676,Abdelkader Djabou,7abf4751,2017-2018,DF
2677,Yann Djabou,a4a11295,2017-2020,DF
2678,Kevin Djacko,b00c35ae,2018-2019,FW
2679,Akim Djaha,78359a31,2019-2020,DF
2680,Abdelkrim Djaknoun,005b8324,2017-2018,GK
2681,Lee Djambou,dc9b14b5,2018-2019,FW
2682,Jean-Philippe Dje,89645350,2015-2020,MF
2683,Abdel Djebbar Saiad,4618e86b,2019-2020,MF
2684,Gwendoline Djebbar,ab6123a4,2017-2018,MF
2685,Lionel Djebi-Zadi,d644a3dd,2008-2010,DF
2686,Salim Djefaflia,bf362d48,2003-2004,FW
2687,Hatem Djehiche,8dcdf3a0,2018-2019,MF
2688,Imad Djelloul,07b10ed6,2017-2018,FW
2689,Rachid Djemaoun,479b2296,2019-2020,FW
2690,"Martin Djetou 1999-2006 · DF-MF · Monaco, Fulham, Parma, Nice, Bolton Wanderers",59a231bb,1999-2006,MF
2691,Nabil Djibli,1f9d3efb,2018-2019,FW
2692,Alexander Djiku,43e7a164,2014-2020,DF
2693,Kapitbafan Djoco,4d2130fc,2017-2020,FW
2694,Ouparine Djoco,62124972,2018-2020,GK
2695,Franck Djoko Ketchateng,b31a2fbc,2018-2019,MF
2696,Igor Djoman,42109747,2009-2017,MF
2697,Oan Djorkaeff,eca368e6,2019-2020,MF
2698,"Youri Djorkaeff 1998-2006 · FW-MF · Bolton Wanderers, Kaiserslautern, MetroStars, Internazionale, France, Blackburn Rovers",e9f1bedd,1998-2006,MF
2699,Miloud Djouaher,1d537b2b,2016-2018,MF
2700,Naïs Djouahra,3594a357,2018-2020,MF
2701,Anyoudine Djouhada,18a42b57,2019-2020,FW
2702,Oussen Djouhada,31e18248,2019-2020,MF
2703,Zakaria Dlimsi,8e36cdae,2017-2018,DF
2704,Maxime Do Couto Teixeira,0b266f68,2014-2020,MF
2705,Tony Do Pilar Patrao,379d2f27,2017-2019,FW
2706,Charlie Dobelle,88d8e279,2018-2019,DF
2707,Wilfried Dodard,4200de84,2019-2020,MF
2708,Nalissa Dodoz,5eb29748,2019-2020,GK
2709,Nyona Dogbo,441564ec,2019-2020,FW
2710,Yannis Dogo,9966da39,2011-2019,FW
2711,Jean-Luc Dogon 1999-2000 · DF · Rennes,5f02bd50,1999-2000,DF
2712,Alexis Dogue,a958be9c,2018-2019,MF
2713,Élie Dohin,58d048aa,2009-2012,MF
2714,Antoine Doise,6dc5cd11,2018-2019,MF
2715,Yanis Dokoula,74d12bd1,2019-2020,MF
2716,Jeanne Dolain,93d24fc5,2017-2018,MF
2717,Pierre Dolay,2969fad5,2018-2019,FW
2718,Camille Dolignon,3a823294,2017-2018,FW
2719,René Dolivet,fc7f2730,2017-2019,GK
2720,"Didier Domi 1998-2011 · DF · Newcastle United, Olympiacos, Paris Saint-Germain, Espanyol, Leeds United, New England Revolution",91736476,1998-2011,DF
2721,Wilfried Domoraud,2dd9fd75,2007-2018,MF
2722,Jean-Luc Dompé,9ffdf29a,2014-2020,MF
2723,Baptiste Donati,58505c7f,2017-2018,GK
2724,Brendan Donnart,7cb3ff3e,2017-2018,MF
2725,Nicolas Donne,5336f916,2017-2018,MF
2726,Emmanuel Dorado,bf4ced65,2002-2006,DF
2727,Clément Dorangeon,fafdeaab,2017-2019,DF
2728,Guillaume Doré,004d8f10,2019-2020,MF
2729,Vincent Dorel,1a200997,2015-2018,GK
2730,Thomas Doridot,6a972d74,2017-2018,MF
2731,"Régis Dorn 1999-2013 · FW · Sandhausen, Kickers Offenbach, Hansa Rostock, Freiburg, Strasbourg",b43198bf,1999-2013,FW
2732,Ibrahim Doro,53997c61,2019-2020,MF
2733,Jean-Félix Dorothée,7376fc8e,2002-2007,DF
2734,Helton Dos Reis,f48629bf,2009-2018,FW
2735,Amaury Dos Santos,f898f089,2018-2020,MF
2736,Gaetan Dos Santos,7afec80a,2017-2018,DF
2737,Laurent Dos Santos,69b89eff,2013-2020,MF
2738,"Manuel dos Santos 1999-2008 · DF · Marseille, Monaco, Strasbourg, Montpellier, Benfica",5c1ac62c,1999-2008,DF
2739,Mike Dos Santos,53574e8c,2017-2018,MF
2740,Olivier Dos Santos,92d2d02f,2019-2020,FW
2741,Patrick Dos Santos,e3e3314e,2019-2020,GK
2742,Thomas Dos Santos,2eb30eb6,2017-2020,MF
2743,Joan Dossavi,cda9f6fd,2017-2018,MF
2744,Abdoul Dosso,6c9e962e,2019-2020,FW
2745,Benoit Douady,f3c4a24d,2019-2020,MF
2746,Pierre-Alexandre Douala,bb873cda,2017-2019,FW
2747,Diakriaou Doucara,5e468e61,2017-2018,MF
2748,Nicolas Douchez,65df6f31,2005-2019,GK
2749,Abdoulaye Doucouré,02b29014,2012-2020,MF
2750,Bilali Doucouré,a842b161,2015-2019,GK
2751,Boubacari Doucouré,ff68c3f6,2019-2020,DF
2752,Diaby Doucoure,d9fef3c7,2017-2019,DF
2753,Lassana Doucouré,4385e0c5,2012-2020,MF
2754,Magou Doucouré,2a84f144,2019-2020,DF
2755,Mamadou Doucouré,7bd5b8fd,2015-2020,DF
2756,Marc-Olivier Doué,b93b1fb7,2019-2020,MF
2757,Jordan Douhet,35e99064,2017-2018,DF
2758,Martin Douillard,5a0625ad,2005-2019,MF
2759,Brahima Doukansy,57177f6d,2018-2020,MF
2760,David Douline,1c358b2e,2017-2020,MF
2761,Mathias Doumbé,dd5cd43e,2002-2014,DF
2762,Abdou Doumbia,33a568b9,2010-2020,MF
2763,Nianankoro Doumbia,d82b08f8,2015-2019,MF
2764,Mamadou Doumbouya,11494dcc,2019-2020,MF
2765,Geoffrey Doumeng,e3ed8be7,2001-2010,MF
2766,Simon Dourdoigne,b81be895,2017-2018,MF
2767,Bruyan Doyhamboure,403bcd0f,2018-2019,DF
2768,Hakim Drablia,dac11328,2019-2020,DF
2769,Nadir Draidi,15d6042a,2018-2019,DF
2770,Erwan Drais,3b8ac2c3,2019-2020,GK
2771,Almamy Dramé,12d58727,2018-2019,FW
2772,Bafodé Dramé,4f92cde2,2017-2019,FW
2773,Balamine Dramé,8e4a52ba,2017-2018,GK
2774,Fodé Dramé,bc4eb1ed,2017-2018,MF
2775,Jawad Dramé,7c02f001,2018-2019,MF
2776,Mahamadou Dramé,c8be72b5,2015-2016,DF
2777,Mohamed Dramé,6dcfed02,2018-2019,GK
2778,Soufiane Dramé,3159352e,2018-2020,MF
2779,Mouhamadou Drammeh,309937e7,2017-2018,MF
2780,Mehdi Drari,3f03ecde,2017-2018,MF
2781,Evan Dréau,0febab5b,2018-2019,GK
2782,Renaud Dreuslin,174a9cf3,2019-2020,DF
2783,Cyril Dreyer,63ef9624,2017-2018,MF
2784,Matthieu Dreyer,fbf83734,2008-2020,GK
2785,Abdelhak Drici,691d45e4,2019-2020,FW
2786,Clément Driollet,fa42c3ce,2019-2020,GK
2787,Thibault Driout,23c5d75d,2019-2020,MF
2788,Ruben Droehnle,916a4308,2017-2019,DF
2789,Alexis Drouart,5fb97a34,2017-2018,MF
2790,Jérémy Drouglazet,79e426d3,2014-2019,MF
2791,Cédric Drouillaux,8a1e6289,2017-2018,DF
2792,Jérôme Drouin,3818fa34,2003-2004,MF
2793,Sébastien Drouin,92c5c75a,2018-2019,GK
2794,Stéphen Drouin,e5bfee62,2002-2012,DF
2795,Maevane Drozo,7e6f054a,2017-2019,DF
2796,Loïc Druon,0c7a8d17,2001-2002,DF
2797,Nelson Duarte Pereira,f392b1bf,2017-2018,DF
2798,Benjamin Dubois,7c8f60af,2018-2019,GK
2799,Gabriel Dubois,646b9112,2019-2020,DF
2800,Leo Dubois,ff0ab48c,2014-2020,DF
2801,Ludovic Dubois,433f4d7e,2017-2018,FW
2802,Bastien Duboscq,2ac0ac58,2018-2019,DF
2803,Dimitri Duboscq,0f472527,2017-2018,GK
2804,François Dubourdeau,3c981eae,2001-2007,GK
2805,Cyril Dubroca,2c24c11d,2000-2001,DF
2806,Anthony Dubrulle,23a061c6,2017-2018,FW
2807,Pierre Dubrulle,37233795,2017-2018,FW
2808,Clément Ducamp,0ee784f0,2017-2018,FW
2809,Pierre Ducasse,e0e46890,2005-2018,MF
2810,Guillaume Ducatel,c7dfd075,2009-2012,MF
2811,Jimmy Ducce,376bb39e,2018-2019,DF
2812,Corentin Duchamp,3427984e,2019-2020,FW
2813,Julien Duchaussoy,c4aaaa45,2018-2019,DF
2814,Théo Duche,d76b6c7e,2019-2020,FW
2815,Arnaud Duchemin,35b87952,2017-2018,FW
2816,Emmanuel Duchemin,b7a15ac0,2005-2007,MF
2817,Clotaire Duclovel,3d424117,2017-2019,DF
2818,Marvin Duclovel,842bc813,2017-2019,DF
2819,Victor Duclovel,34a771ad,2017-2018,DF
2820,David Ducourtioux,0a1f8ddf,2002-2017,MF
2821,"Pierre Ducrocq 1999-2011 · DF-MF · Paris Saint-Germain, Kavala, Le Havre, Derby County, Strasbourg",6d7ac11b,1999-2011,MF
2822,Tom Ducrocq,e70d83c1,2018-2020,FW
2823,Sam Ducros,033eb55a,2017-2019,DF
2824,Xavier Dudoit,8b977cb3,2001-2002,MF
2825,Émeric Dudouit,dfef63b5,2012-2020,MF
2826,Alexandre Duez,4e402d96,2017-2018,MF
2827,Loïc Dufau,28a1ddeb,2012-2020,MF
2828,Mathieu Duféal,e5958e1a,2015-2019,MF
2829,Julien Duffie,9c5cdb78,2017-2018,GK
2830,Sonny Duflos,cfd6c6a5,2017-2020,MF
2831,Jonathan Duforestel,4e0a17ec,2018-2019,DF
2832,Clément Dufour,c17a2f8b,2014-2015,GK
2833,Damien Dufour,506fb309,2010-2020,MF
2834,Julie Dufour,662d8aeb,2017-2019,FW
2835,Yohan Dufour,d48147f4,2017-2020,FW
2836,Dylann Dufrenne,b2fc3861,2015-2016,GK
2837,Franck Dufrennes,7df33274,2017-2019,FW
2838,Laurent Dufresne,6dc937fc,2006-2007,FW
2839,Guillaume Dugain,67946f0a,2019-2020,DF
2840,"Christophe Dugarry 1999-2004 · FW-MF · Bordeaux, Birmingham City, Marseille, France",4c5db7e2,1999-2004,MF
2841,Rémy Dugimont,6d7ede84,2013-2020,FW
2842,Stéphane Dugois,f2d231df,2019-2020,DF
2843,Dorian Dugon,0df9bdee,2019-2020,DF
2844,Alexian Dugour,5e507bae,2018-2019,DF
2845,Corentin Dugua,65bbf0f3,2017-2018,FW
2846,Aurélien Duhamel,a834b004,2017-2018,DF
2847,Jordan Duhamel,e7bebdcd,2017-2018,DF
2848,Mathieu Duhamel,d68936b1,2010-2018,FW
2849,Alexis Duhautoy,5b374bee,2018-2019,DF
2850,Alexandre Dujeux,9c807220,2005-2010,DF
2851,Fabrice Dulac,be6971c8,2019-2020,GK
2852,Régis Dulck,1f10d23e,2019-2020,DF
2853,Cédric D'Ulivo,7516131d,2010-2017,DF
2854,Théo Dumais,1cccf4c7,2018-2019,FW
2855,"Franck Dumas 1999-2001 · DF-MF · Lens, Marseille, Newcastle United",48218721,1999-2001,MF
2856,Yann Dumay,c228689e,2017-2018,GK
2857,Jérémy Dumesnil,2c79ba2e,2013-2016,GK
2858,Kevin Duminy,b1c906c3,2018-2020,FW
2859,Christophe Dumolin,c1b1b6e0,2004-2010,DF
2860,Anaïs Dumont,f149aa10,2017-2020,MF
2861,Aurélien Dumont,bdb424a4,2019-2020,MF
2862,Damien Dumont,e36ec4b5,2017-2019,DF
2863,Kévin Dumont,d4305e36,2018-2019,FW
2864,Stéphane Dumont,50994746,2003-2013,MF
2865,Thomas Dumont,5fd66ed2,2018-2019,GK
2866,Victor Dumont,f9d9f1b8,2017-2019,DF
2867,Nicolas Dumontet,0c4efeb8,2018-2019,MF
2868,Nicolas Dumortier,0ab90d73,2014-2018,MF
2869,Thomas Dumortier,a9738ffc,2017-2018,FW
2870,Lucas Dunand,66f5c836,2018-2020,DF
2871,Danaé Dunord,85a37da1,2017-2019,FW
2872,Alexandre Dupas,e19d3829,2018-2020,DF
2873,Kévin Dupasquier,6bbdca8e,2019-2020,MF
2874,Maxime Dupé,0e12089d,2013-2020,GK
2875,Alioune Dupin,827eae17,2014-2015,DF
2876,Geordan Dupire,6d284195,2019-2020,GK
2877,Édouard Duplan,aee02981,2007-2019,FW
2878,Sylvain Dupleix,f8f392d6,2017-2018,MF
2879,Damien Duplouy,f3edd093,2018-2019,DF
2880,Frédéric Duplus,e76681ed,2008-2020,DF
2881,Romain Dupoisot,1b035bd8,2019-2020,DF
2882,Jessy Dupon,6b4417fc,2019-2020,FW
2883,Tom Duponchelle,77b2880e,2017-2020,DF
2884,Corentin Dupont,4c11f7dd,2018-2019,FW
2885,Kim Dupont,3cbea644,2017-2018,DF
2886,Romain Dupont,80c7abf9,2017-2018,FW
2887,Lucas Dupouy,5e33f372,2019-2020,MF
2888,Anthony Dupré,d3d529ed,2014-2020,GK
2889,Maxime Dupre,f548760b,2014-2020,FW
2890,Léa Dupruilh,1c85ba6d,2018-2019,GK
2891,Jordan Dupuis,1d57c7b1,2017-2018,MF
2892,Kévin Dupuis,7ed196a7,2009-2017,FW
2893,Sonny Dupuis,f47b86c0,2017-2018,MF
2894,Audrey Dupupet,52459fa7,2019-2020,GK
2895,Mustafa Durak,1d77f059,2012-2016,FW
2896,Damien Durand,4a25c963,2017-2020,MF
2897,"Éric Durand 1999-2003 · GK · Bastia, Rennes",13dc0d21,1999-2003,GK
2898,Johann Durand,b1662e24,2010-2016,GK
2899,Kévin Durand,3dae1bba,2019-2020,MF
2900,Solène Durand,7bde94c6,2017-2020,GK
2901,Vincent Durand,f71f978c,2012-2013,MF
2902,Benjamin Durez,207a3b4e,2017-2018,MF
2903,Aymerick Durieux,f663093c,2017-2018,FW
2904,Alexandre Durimel,c1732044,2011-2020,DF
2905,Arthur Durousseau,e6bd7c24,2018-2019,MF
2906,Damien Dussaut,8c888d07,2014-2020,DF
2907,Rémy Duterte,3018db03,2017-2019,DF
2908,Grégory Dutil,a0b890b6,2002-2003,FW
2909,William Dutoit,19c69ab0,2014-2020,GK
2910,Alexis Dutot,3b81ac75,2014-2015,DF
2911,Charly Dutournier,65ff9dfa,2011-2020,FW
2912,Victor Dutreive,718e30d1,2018-2020,FW
2913,"Richard Dutruel 1999-2004 · GK · Alavés, Strasbourg, Barcelona, Celta Vigo",b51c1e29,1999-2004,GK
2914,Franck Dutruge,dc0916cb,2017-2020,FW
2915,Gaël Duval,2d87b1d4,2017-2018,MF
2916,Pierre Duval,c8d3cb0a,2018-2019,MF
2917,Teddy Duval,abaf8b18,2019-2020,MF
2918,Valentin Duval,950b1af0,2017-2018,DF
2919,Clément Duvauchelle,3d8c9d89,2018-2019,FW
2920,Antonin Duveau,154c9b7d,2019-2020,MF
2921,Quentin Duveau,00015535,2014-2020,GK
2922,Dylan Duventru,1c29bf21,2009-2011,MF
2923,Willy Duventru,1519a0b4,2017-2018,FW
2924,Jean-Kevin Duverne,0cbc8baa,2016-2020,DF
2925,Benjamin Duvoux,579d2cef,2018-2019,FW
2926,Vincent Dyduch,4667a1f6,2002-2004,DF
2927,Alan Dzabana,7c4fe42f,2016-2020,FW
2928,Yvan Dzierzynski,8962215f,2011-2012,DF
2929,Thomas Eatir,337cdb06,2017-2019,MF
2930,Kévin Ebatombo,942d0c39,2019-2020,DF
2931,Ryan Ebene Talla,657b16d3,2018-2019,DF
2932,Jean-Claude Eber,55d80145,2019-2020,DF
2933,Eric Junior Dina Ebimbe,95bb6ddc,2018-2020,DF
2934,Albin Ebondo,6d66654d,2003-2012,DF
2935,Gael Ebongue Makoubé,c8259834,2018-2020,FW
2936,Steeve-Mike Ebongue,9d5ab351,2019-2020,MF
2937,Enzo Ebosse,9ba7b4fa,2016-2020,DF
2938,Alexis Ebrard,e7392f61,2019-2020,FW
2939,Olivier Ebuya,fb25eb79,2017-2018,FW
2940,Damien Echegut,24782f5e,2018-2019,FW
2941,Charles Echinard,b7fcb9ee,2019-2020,GK
2942,"Olivier Echouafni 1999-2010 · MF · Nice, Rennes, Strasbourg",b8c67e6e,1999-2010,MF
2943,Johnny Ecker,85e34e43,2000-2005,DF
2944,Emerick Eckert,e77a86d9,2017-2018,DF
2945,Maxime Ecoublet,489bf89e,2017-2018,MF
2946,Omar Eddahri,21df1901,2009-2019,MF
2947,Farés Eddouaissi,7e820b48,2018-2019,DF
2948,William Edjenguélé,6ac7c683,2008-2019,DF
2949,Anthony Edjodjomo,08c0cbc6,2019-2020,FW
2950,Malcolm Edjouma,72eccdcc,2017-2020,MF
2951,Florian Edouard,0975e129,2018-2020,MF
2952,Odsonne Édouard,0562b7f1,2015-2020,FW
2953,David Efondja,2706d3ed,2017-2019,FW
2954,Théodore Efouba,96245685,2016-2018,DF
2955,Christophe Eggimann,fa872234,2000-2003,GK
2956,Eddy Ehlinger,f21c2022,2019-2020,GK
2957,"Fabrice Ehret 1999-2015 · DF-MF · Köln, Strasbourg, Evian, Aarau, Anderlecht",f143b126,1999-2015,MF
2958,Ismael Ehui,7b4e4eee,2005-2006,FW
2959,Jérôme Eickmayer,421e68f5,2017-2018,DF
2960,Joachim Eickmayer,72070536,2013-2020,MF
2961,Nabil Ejenavi,8122ff79,2013-2016,MF
2962,Jonas Ekanga Maneka,f23e000a,2017-2018,DF
2963,Martin Ekani,a1ffed46,2003-2019,DF
2964,Joseph Ekore,ee06b26d,2019-2020,FW
