,Player Name,Players ID,Years Active,Position Played
1029,Martín Comachi,6683cedf,2013-2014,MF
1030,Alexis Coman,78cc1518,2017-2018,FW
1031,Gastón Comas,8b448292,2019-2020,FW
1032,Lautaro Comas,3c611168,2016-2020,MF
1033,Maximiliano Comba,f3f7f222,2018-2020,MF
1034,Sérgio Comba,7643a062,2002-2012,MF
1035,Aldana Cometti,41ccf1ac,etti 2019,FW
1036,Ángel Comizzo,0b6afd69,2001-2004,DF
1037,Gabriel Compagnucci,9d3e62ff,2018-2020,GK
1038,Lucio Compagnucci,0ec1ab2e,2014-2018,MF
1039,Darío Conca,52a7cfcd,2003-2019,MF
1040,Lucas Concistre,4804cda6,2011-2012,MF
1041,Tomás Conechny,f61143dd,2016-2019,FW
1042,Fernando Coniglio,ea5d0211,2015-2020,FW
1043,Germán Conti,7b18b6db,2013-2020,FW
1044,Matías Conti,c81a0398,2009-2017,DF
1045,Leandro Contín,890901f1,2016-2020,FW
1046,Matías Contreras,279df562,2015-2018,FW
1047,Rodrigo Contreras,c1e5ab87,2012-2020,DF
1048,Sebastián Contreras,1ad98a0a,2016-2019,FW
1049,Enzo Copetti,a535dbc6,2016-2017,MF
1050,Gastón Corado,c0820283,2016-2018,MF
1051,Nicolás Cordero,78f10ec0,2018-2020,FW
1052,Jorge Córdoba,db17ab6d,2008-2013,FW
1053,Matías Córdoba,ad9afe63,2004-2013,FW
1054,Rodrigo Córdoba,b93881a8,2016-2017,MF
1055,Daniel Cordone,a3414fa6,2000-2004,MF
1056,Facundo Coria,274be5f0,2006-2019,FW
1057,Franco Coria,89f2674a,2009-2018,MF
1058,Sebastián Coria,f5725863,2001-2006,DF
1059,Ariel Coronel,3c6ad82b,onel 2020,FW
1060,Emanuel Coronel,e5aa6459,2017-2020,DF
1061,Leandro Coronel,233e8deb,2006-2012,DF
1062,Mariela Coronel,014e6949,2003-2019,MF
1063,Maximiliano Coronel,0a8dc9ca,2009-2020,MF
1064,Diego Corpache,adc8eda1,2003-2009,DF
1065,Ángel Correa,01eb744d,2012-2020,DF
1066,Joaquín Correa,45b9b619,2011-2020,MF
1067,Jorge Correa,45de2ad4,2011-2020,FW
1068,Lucas Correa,ca2b3a4d,2001-2002,MF
1069,Maximiliano Correa,a4e9895f,2016-2017,MF
1070,Vanina Correa,34634f55,2003-2019,MF
1071,Alexander Corro,9fe9f36d,2007-2015,GK
1072,Mariano Corsico,be841456,2002-2007,FW
1073,Leonardo Corti,b4eb5b4b,2004-2019,MF
1074,Pablo Cortizo,49f5d3bb,2011-2020,GK
1075,Claudio Corvalán,8cd70adc,2010-2020,MF
1076,Jonás Corvalán,58e567a0,alán 2016,DF
1077,Guillermo Cosaro,b49c906e,2012-2017,FW
1078,Agustín Coscia,06424feb,2016-2019,MF
1079,Fernando Cosciuc,86b5881f,2016-2020,FW
1080,Federico Costa,bb881990,2016-2020,DF
1081,Franco Costa,55c5d7c3,2015-2020,GK
1082,Ramiro Costa,2befa01f,2013-2019,MF
1083,Tino Costa,8f747a86,2009-2020,FW
1084,Tomás Costa,e90599ac,2006-2019,MF
1085,Franco Costanzo,56dde780,2002-2017,MF
1086,Mario Costas,e2111868,stas 2008,GK
1087,Valeria Cotelo,42eef56e,2003-2007,FW
1088,Lionel Coudannes,c21b7d61,2005-2007,DF
1089,Eduardo Coudet,097ab8cb,2001-2011,MF
1090,Agustín Cousillas,69f08ace,2012-2019,MF
1091,Walter Coyette,0e80ddff,2001-2008,GK
1092,Juan Cozzani,fe1e4971,2017-2019,MF
1093,Fernando Cravero,16095b3e,2004-2005,GK
1094,"Hernán Crespo 1998-2012 · FW · Parma, Internazionale, Lazio, Chelsea, Milan, Genoa, Argentina",09089343,1998-2012,MF
1095,Gonzalo Crettaz,3adfa4a6,2019-2020,FW
1096,Franco Cristaldo,25b26e2e,2014-2020,GK
1097,Jonatan Cristaldo,c4dbd5b8,2006-2020,MF
1098,Hernán Cristante,65da9e5b,2003-2010,FW
1099,Federico Crivelli,9a33fd50,2015-2018,GK
1100,Emanuel Croce,79c8f995,2005-2015,GK
1101,Gian Croci,1dddd5d8,2017-2018,MF
1102,"Diego Crosa 1999-2010 · DF · Racing Club, Boca Juniors, Betis, Chacarita Juniors, Colón",9c1dac9f,1999-2010,DF
1103,Fernando Crosa,9a5fd57e,2001-2010,DF
1104,Martín Crossa,b39f202e,2003-2012,DF
1105,Juan Cruz Careaga,9f83c520,2011-2014,FW
1106,Juan Cruz Gill,79b8857b,Gill 2008,MF
1107,Juan Cruz González,c303dcd7,2017-2018,DF
1108,Juan Cruz Kaprof,4b27cda8,2013-2020,DF
1109,Juan Cruz Komar,f4480f5b,2014-2020,FW
1110,Juan Cruz Respuela,f840b122,2010-2011,DF
1111,Juan Cruz Zurbriggen,1c321c5b,2019-2020,MF
1112,Juan Cruz,72f5b81f,2019-2020,FW
1113,Pablo Cuadra,4ded8d0a,2016-2020,FW
1114,Hugo Cuatrín,ad249e0b,2014-2015,FW
1115,Pablo Cuba,b2e75bbc,2001-2004,FW
1116,Maximiliano Cuberas,63516ea8,2003-2005,FW
1117,Fabián Cubero,5137e55f,2001-2020,DF
1118,Walter Cubilla,61d03944,2012-2013,MF
1119,Patricio Cucchi,66708a43,2019-2020,MF
1120,Brian Cucco,c5891da7,2014-2020,FW
1121,Alexis Cuello,0bf6b89a,2018-2019,DF
1122,Tomás Cuello,5c8615dd,2016-2020,FW
1123,Mario Cuenca,2bf04ee2,2001-2009,MF
1124,Sebastián Cuerdo,2a60930e,2011-2017,GK
1125,Bernardo Cuesta,1b9399bc,2012-2019,GK
1126,Víctor Cuesta,39fb428f,2011-2019,FW
1127,Héctor Cuevas,a0b65e75,2011-2017,DF
1128,Juan Cuevas,18825efe,2005-2020,FW
1129,Lucas Cuevas,1b298713,2016-2017,FW
1130,Braian Cufré,192c89a6,2016-2020,MF
1131,Leandro Cufré,eac65ec0,2001-2015,DF
1132,Emmanuel Culio,170eb35b,2004-2020,DF
1133,Leandro Cuomo,e2e9364e,2016-2017,MF
1134,Kevin Cura,c5bf7742,2008-2011,MF
1135,Marcos Curado,40598c33,2015-2020,DF
1136,Agustín Curima,30762c49,2010-2011,DF
1137,Agustín Curruhinca,6abc87e1,2019-2020,FW
1138,Facundo Curuchet,e24053f0,2010-2014,FW
1139,Darío Cvitanich,06a4bf18,2003-2020,FW
1140,Nicolás Czornomaz,1a1ac043,omaz 2018,FW
1141,Nicolás Da Campo,9ea99b9a,2014-2019,MF
1142,Franco Da Dalt,9b83ca23,2005-2017,MF
1143,Jorge Piñero Da Silva,5ddeaee6,2010-2018,MF
1144,Facundo Daffonchio,66152d99,2015-2016,FW
1145,Guido Dal Casón,ca8cdf3c,2013-2019,GK
1146,Andrés D'Alessandro,6a11048a,2001-2019,FW
1147,Mauro Dalla Costa,8bc3e009,2016-2017,MF
1148,Gustavo Dalsasso,edc73a53,2005-2014,FW
1149,Gonzalo Damian Marronkle,519760e6,2002-2004,GK
1150,Raúl Damiani,1f9a141d,2001-2007,FW
1151,Fernando D'Amico,b09f32a1,2000-2005,DF
1152,Patricio D'Amico,095ff8fd,2000-2001,MF
1153,Israel Damonte,0a4bdeb6,2001-2020,MF
1154,Alexis Danelón,9797ac88,2007-2010,MF
1155,José D'Angelo,67defaca,2009-2017,DF
1156,Sebastián D'Angelo,bd9cee33,2012-2018,MF
1157,"Diego Daniel Bustos 1999-2004 · FW · Talleres, Lanús, Nantes, Quilmes",d1332dee,1999-2004,GK
1158,Juan Daniel Galeano,746fd20b,2012-2020,FW
1159,Walter Daniel Gómez,8939c5cb,ómez 2018,MF
1160,Claudio Daniel González,5fca17cc,2001-2005,DF
1161,"Jorge Daniel Martínez 1999-2008 · DF · Colón, Club Olimpo, Club Atlético Nueva Chicago, Independiente, Boca Juniors",8ed16845,1999-2008,FW
1162,Sergio Daniel Ponce,ab7a7b22,2008-2010,DF
1163,Marcos Daniel Quiroga,c0fd0cff,roga 2016,MF
1164,Víctor Daniel Soto,1543eaf1,2003-2004,MF
1165,Alejandro Daniel Toledo,16d6f3db,2018-2020,DF
1166,Mario Daniel Vega,6904a59a,2006-2019,FW
1167,Cristian Daniele,c4c25132,2001-2002,GK
1168,Siro Darino,5a4e45be,2006-2010,MF
1169,Luis Darío Calvo,ea0fabd1,2000-2001,MF
1170,Rubén Darío Gigena,e79404a8,2001-2011,MF
1171,Pablo Darío López,46c17c0b,2010-2016,FW
1172,Martín Darío Zapata,eb043d81,2001-2015,MF
1173,Jesús Dátolo,49e7b005,2004-2020,MF
1174,Jonathan David Gómez,c911d311,2015-2019,MF
1175,Víctor David López,31ddf5da,2010-2011,MF
1176,Héctor David Martínez,03d0ea9a,2017-2020,MF
1177,Leandro David Zacarías,4d16c41d,rías 2018,DF
1178,Leandro De Bortoli,685ebe5b,2015-2018,FW
1179,Luciano De Bruno,a0a01aeb,2001-2010,GK
1180,Rodrigo De Ciancio,d279058d,2016-2018,MF
1181,Luis De Faría,91952003,2015-2018,MF
1182,José María De Filippi,a3abfe7d,2009-2010,MF
1183,Carlos De Giorgis,7f250dd4,rgis 2015,MF
1184,Fernando De la Fuente,b231d48f,2005-2017,GK
1185,Hernán De La Fuente,035db54d,2017-2020,MF
1186,Pedro De la Vega,ef6e8c5b,2018-2020,DF
1187,Adrián De León,83934866,2009-2010,FW
1188,Francisco De Lorenzi,568bdedb,enzi 2019,FW
1189,Pablo De Miranda,45209143,2009-2019,DF
1190,Gonzalo De Mujica,b964a58d,2013-2014,DF
1191,Jorge De Olivera,8cc1734c,2002-2016,MF
1192,Rodrigo De Paul,162efffd,2012-2020,GK
1193,Emanuel De Porras,4b22ce16,2001-2002,MF
1194,Tomas De Vincenti,8e3e66a0,2011-2020,FW
1195,Félix Décima,4e179be5,2007-2008,MF
1196,Matías Defederico,99605220,2007-2019,MF
1197,Gonzalo del Bono,93e1b956,2003-2004,FW
1198,Gastón del Castillo,d3939f40,2016-2018,FW
1199,Franco Del Giglio,507cd6fa,glio 2015,FW
1200,Nicolás Del Grecco,0de25e7d,ecco 2018,MF
1201,Gustavo Del Prete,839ac4ea,rete 2020,DF
1202,Pablo del Río,333b1d8b,2001-2002,FW
1203,Walter del Río,0b03b705,2000-2002,FW
1204,Javier Del Valle,7c30bbe4,alle 2020,DF
1205,Alejandro Delfino,0a045d53,2009-2019,MF
1206,Nicolás Delgadillo,6d5098d0,2015-2020,DF
1207,Alexis Delgado,ad999468,2017-2019,FW
1208,César Delgado,26517f81,2001-2016,FW
1209,Daniel Delgado,5e316dc3,gado 2015,MF
1210,Marcelo Delgado,98839465,2001-2008,DF
1211,Fernando Della Sala,3245ef02,Sala 2003,FW
1212,Nicolás Delmonte,3e430b7a,2008-2012,MF
1213,Alejandro Delorte,ded0fbee,2002-2011,MF
1214,Nicolás Demartini,328cb061,2017-2018,FW
1215,Nicolas Dematei,eb2bbe09,atei 2015,DF
1216,Leonel Demelchori,6f1e0026,hori 2014,DF
1217,Leonel Demelchori,b4a5cd9e,hori 2015,FW
1218,Martín Demichelis,e9c7102a,2001-2017,FW
1219,Roberto Demus,54e9237b,2005-2011,DF
1220,Emanuel Dening,a99889bd,2009-2019,FW
1221,Ceferino Denis,baab300d,enis 2010,FW
1222,Ezequiel Denis,4ec1e1be,2017-2018,DF
1223,Germán Denis,3b64f69d,2003-2019,FW
1224,Daniel Denot,1cab4f2e,enot 2015,FW
1225,Leandro Depetris,84a63da8,2005-2010,MF
1226,Rodrigo Depetris,62b76cbf,2011-2018,FW
1227,Leandro Desábato,2ebd8bfa,2003-2018,MF
1228,Hermes Desio 1999-2003 · MF · Alavés,1c0c23ed,1999-2003,MF
1229,Pablo Despósito,ab2f26c8,2007-2011,MF
1230,Héctor Desvaux,06e7cc46,2002-2010,MF
1231,Faustino Dettler,c2352966,2018-2020,DF
1232,Cristian Devallis,5f4c5e32,2002-2006,FW
1233,José Devecchi,5d448a04,2015-2020,MF
1234,Mauricio Di Benedetto,316599a0,2004-2005,GK
1235,Nicolás Di Biase,3259065b,2015-2017,DF
1236,Julián Di Cosmo,01d1480d,osmo 2012,MF
1237,Jesús di Filippe,06be1b41,2010-2011,FW
1238,Francisco Di Franco,356bf6af,2012-2020,MF
1239,Emilio Di Fulvio,786fba54,2017-2018,MF
1240,Matías Di Gregorio,b0f4fda4,2007-2009,GK
1241,Matías Di Leo,de28d8ca, Leo 2008,MF
1242,Leonardo Di Lorenzo,5cb0b147,2001-2018,MF
1243,Ángel Di María,19cda00b,2005-2020,MF
1244,Leonel Di Plácido,a5e7e6dd,2013-2020,FW
1245,Gonzalo Di Renzo,dbeadfd4,2015-2019,DF
1246,Franco Di Santo,549c6ba7,2006-2019,MF
1247,Guido Di Vanni,3691b7a2,2007-2020,FW
1248,Lucas Di Yorio,5c339cf6,orio 2016,FW
1249,Lucas Diarte,0e79a58c,2016-2018,FW
1250,Agustín Díaz,0cb368a6,2015-2016,DF
1251,Alexander Díaz,4032a5b0,2018-2020,MF
1252,Andrés Díaz,ef292f52,2004-2009,MF
1253,Augusto Díaz,34301f50,2019-2020,MF
1254,Cata Diaz,55bdcc7c,2012-2014,FW
1255,Christian Díaz,4c6f6ef4,2000-2009,DF
1256,Claudio Díaz,9939050d,Díaz 2006,MF
1257,Cristian Díaz,7bcbd90a,2001-2008,MF
1258,Cristian Díaz,f3b176d7,2015-2020,DF
1259,Damián Díaz,08e0a56b,2006-2020,DF
1260,Daniel Díaz,c9112443,2001-2019,MF
1261,Edgardo Díaz,99d95a79,2012-2013,DF
1262,Emiliano Díaz,6bd7c3cb,2004-2008,MF
1263,Enzo Díaz,411d2dc0,2018-2020,MF
1264,Gabriel Díaz,26874e51,2014-2020,MF
1265,Gabriel Díaz,e3e31c6d,2015-2016,MF
1266,Gastón Díaz,ef1c74af,2007-2020,DF
1267,Gonzalo Díaz,d567d87e,2008-2018,DF
1268,Iván Díaz,a53a69b6,2019-2020,MF
1269,Leandro Díaz,3fee512a,2009-2020,MF
1270,Leandro Díaz,8d4dc486,2004-2017,FW
1271,Leonardo Díaz,a7d8c101,2001-2008,MF
1272,Lucas Díaz,2723a70c,Díaz 2015,GK
1273,Matías Díaz,1e58d58f,Díaz 2015,DF
1274,Mauro Díaz,5b96081a,2008-2020,MF
1275,Maximiliano Díaz,d02ade27,2017-2018,MF
1276,Rodrigo Díaz,54e2996e,2019-2020,GK
1277,Román Díaz,23be87b6,2001-2007,DF
1278,Tomás Díaz,66397382,2019-2020,MF
1279,Fernando Diego Pellegrino,acf25a80,2014-2020,FW
1280,Diego Diellos,2e83b237,2012-2014,GK
1281,Leandro Diema,499d2faf,2001-2002,FW
1282,Nicolás Diez,a94ab37b,2005-2011,DF
1283,Nicolás Digiano,e6bd26ea,iano 2018,MF
1284,David Distéfano,f1bf9c08,2010-2017,DF
1285,Matías Dituro,b6160ad0,2010-2020,MF
1286,Facundo Diz,4b41df75,2003-2014,GK
1287,Juan Dobboletta,bf3b7b14,etta 2015,FW
1288,Mauro Dobler,9fb8f5fe,bler 2008,GK
1289,Agustín Doffo,d4eddba8,2015-2020,GK
1290,Franco Dolci,1db72615,2003-2011,MF
1291,Anibal Domeneghini,c648109b,2008-2017,MF
1292,Alejandro Domenez,f1aeb417,2006-2007,MF
1293,Nicolás Domingo,ffe9310e,2004-2020,MF
1294,Alexis Dominguez,55facc6c,2016-2018,MF
1295,Brian Domínguez,00693b6f,guez 2015,FW
1296,Chori Domínguez,bbb66f34,2001-2018,DF
1297,Eduardo Domínguez,8c4c9550,2001-2015,MF
1298,Federico Domínguez,884623f2,2019-2020,DF
1299,Federico Domínguez,b32f81ef,2001-2012,MF
1300,Jonathan Domínguez,dd11912d,2008-2012,DF
1301,Juan-Pablo Dominguez,75398c14,guez 2019,MF
1302,Nery Domínguez,5887a70d,2013-2020,GK
1303,Nicolás Domínguez,20b3a502,2016-2020,MF
1304,Sebastián Domínguez,f6014550,2001-2017,MF
1305,Cristian Domizzi,53a8bb78,2001-2003,DF
1306,Stefano Domizzi,b4dee6fa,izzi 2015,MF
1307,Nahuel Donadell,3fb24ef4,2011-2013,DF
1308,Matías Donato,bd1413f7,2018-2019,MF
1309,Alejandro Donatti,74ebe778,2012-2020,MF
1310,Mariano Donda,95e77464,2006-2012,DF
1311,Ariel Donnet,b1a4470e,2001-2004,MF
1312,Matías Donnet,6ded4137,2001-2013,DF
1313,Eduardo Dos Santos,e550e9a2,ntos 2009,MF
1314,Mauro dos Santos,ec699fdd,2008-2020,MF
1315,Roberto Dovetta,aa1261db,2007-2008,DF
1316,Matías Draghi,3ff4d87d,aghi 2020,FW
1317,Sebastián Driussi,60e86875,2013-2020,GK
1318,David Drocco,169f67f7,2008-2019,MF
1319,Jorge Drovandi,815c1d31,2004-2008,MF
1320,Silvio Duarte,269d702b,2004-2007,FW
1321,Sebastián Dubarbier,83877c7c,2006-2020,DF
1322,Emiliano Dudar,13dfe2a6,2001-2012,FW
1323,José Dujaut,7e1818cd,jaut 2015,DF
1324,Silvio Dulcich,421ae0ee,2004-2017,MF
1325,Favio Durán,8fb31eaa,2016-2019,GK
1326,Alejandro Duré,503dc068,2001-2004,FW
1327,Tomás Durso,a7245aa0,2017-2019,FW
1328,Aldo Duscher,44944ca7,2000-2011,GK
1329,Francisco Dutari,293ea5f8,2011-2017,MF
1330,Paulo Dybala,e0921a4f,2012-2020,DF
1331,Leandro D´amico,99307307,2010-2011,MF
1332,Gustavo Eberto,2ab1555f,2002-2005,FW
1333,Mariano Echagüe,635580c1,2001-2002,GK
1334,Mariano Echeverría,00a9d1ce,2009-2017,MF
1335,Santiago Echeverría,92996242,2015-2017,DF
1336,Cristian Edgardo Amado,45867568,2015-2016,DF
1337,Roberto Eduardo Carboni,73421c4d,2003-2012,FW
1338,Matías Eduardo Esquivel,fdfee538,2019-2020,MF
1339,Juan Eduardo Lescano,cf6eb9ad,2017-2019,FW
1340,Luis Eduardo López,fff87985,ópez 2015,FW
1341,Juan Eduardo Martín,5cecded3,2010-2013,FW
1342,Oscar Eduardo Velazco,9746cc3e,2007-2008,FW
1343,Ángel Eduardo Viotti,fba68b3d,2019-2020,FW
1344,Jalil Elías,ffab97dd,2015-2020,DF
1345,Fernando Elizari,4e0dae8d,2012-2018,MF
1346,Javier Elizondo,783e3577,2004-2016,MF
1347,Emiliano Ellacopulos,46ba624c,2012-2017,FW
1348,Agustín Eloy Rodríguez,86a0db00,2012-2013,MF
1349,Juan Eluchans,eb4584c8,2001-2015,FW
1350,Matías Emanuel Fernández,565f944b,2015-2016,MF
1351,Santiago Emanuel González,924bc82f,2018-2019,MF
1352,Ángel Emanuel Luna,06aa4a9a,2014-2017,FW
1353,Facundo Emanuel Rizzi,8a129bf0,2016-2019,FW
1354,Gonzalo Emanuel Rodríguez,16e52c11,2018-2019,DF
1355,Matías Emilio Delgado,0928af22,2001-2018,FW
1356,Germán Emmanuel Gaitán,b5e8c1d3,2016-2017,MF
1357,Leandro Emmanuel Martínez,74758396,2015-2020,MF
1358,Carlos Emmanuel Torres,11872c67,2013-2014,MF
1359,Hernán Encina,2f633eb8,2001-2015,FW
1360,Claudio Enría,b9a6e4a7,2001-2008,MF
1361,Omar Enrique Mallea,aa34de84,2005-2011,FW
1362,Marcos Enrique,e7454d25,2019-2020,FW
1363,Cristian Erbes,b6b79e34,2009-2020,MF
1364,Pablo Erbín,7363a00a,2001-2002,MF
1365,Sebastián Ereros,b61fdb4c,2005-2016,DF
1366,Ricardo Ernesto Gómez,2ff2e862,2006-2013,FW
1367,Facundo Erpen,0ca7c45e,2002-2019,MF
1368,Horacio Erpen,b6be289c,2004-2017,DF
1369,Iván Erquiaga,d6558b78,2017-2020,MF
1370,Rodrigo Erramuspe,e97655fc,2008-2019,DF
1371,Diego Erroz,5d097fa2,2001-2010,DF
1372,Walter Erviti,be54e9d6,2001-2018,MF
1373,David Escalante,0b30b5de,2014-2015,MF
1374,Gonzalo Escalante,3f79a1c8,2012-2020,MF
1375,Lautaro Escalante,d4032251,2019-2020,MF
1376,Sergio Escalante,9bba7ced,2010-2017,MF
1377,Eduardo Escobar,60b120bb,2001-2003,MF
1378,Franco Escobar,54f33d0e,2015-2019,FW
1379,Gonzalo Escobar,12207ec1,2016-2020,DF
1380,Ian Escobar,93fc6158,2016-2019,DF
1381,Matías Escobar,facf6095,2003-2017,DF
1382,Miguel Escobar,7a51c8cc,obar 2016,MF
1383,Damián Escudero,8c16b37a,2005-2019,MF
1384,Marcelo Escudero,65df0d0d,2001-2006,MF
1385,Matías Escudero,93b9c7f8,2014-2020,MF
1386,Sergio Escudero,6f7b89fc,2006-2017,DF
1387,Gastón Esmerado,d6ba337a,2002-2015,DF
1388,"Juan Esnáider 1998-2005 · FW · Zaragoza, Real Murcia, Juventus, Newell's Old Boys, River Plate, Ajaccio",a9bdc347,1998-2005,MF
1389,Gabriel Esparza,481bfc60,2014-2020,FW
1390,Marcos Espeche,c22eb239,2015-2018,FW
1391,Ezequiel Esperon,88f5af20,eron 2017,DF
1392,Marcelo Espina 1999-2001 · MF · Racing Santander,f746d707,1999-2001,MF
1393,Esteban Espíndola,4f14dc19,2013-2017,MF
1394,Fabián Espíndola,201b194a,2004-2019,DF
1395,Matías Espíndola,d369772e,2008-2009,FW
1396,Rodrigo Espíndola,db064c23,2009-2015,FW
1397,Darío Espínola,20017930,2002-2010,DF
1398,Néstor Espínola,b3f4427f,nola 2012,DF
1399,Pablo Espinosa,49618376,2007-2008,MF
1400,Cristian Espinoza,9c794a80,2015-2019,MF
1401,Guillermo Esteban,a308a405,2005-2009,FW
1402,Maximiliano Estévez,0fbb9aed,2000-2008,DF
1403,Nahuel Estévez,cec60a2f,2018-2020,FW
1404,Raúl Estévez,0df576d4,2001-2011,MF
1405,German Estigarribia,52976ce2,ibia 2017,MF
1406,Luciano Estrada,d25ff88e,rada 2018,FW
1407,Matías Etchegoyen,a8430eb4,oyen 2019,DF
1408,Tulio Etchemaite,f4c35f38,2016-2020,MF
1409,Iván Etevenaux,1693966c,2011-2017,FW
1410,Fernando Evangelista,19ab779d,2012-2020,MF
1411,Leandro Evangelisti,82559c9b,2004-2005,DF
1412,Rodrigo Exequiel Herrera,aaea50b0,2009-2010,GK
1413,Rodrigo Ezequiel Díaz,8525eab1,2001-2015,DF
1414,Juan Ezequiel García,50f277d9,rcía 2014,MF
1415,Gonzalo Ezequiel González,c5282c88,ález 2015,MF
1416,Gonzalo Ezequiel Rodríguez,e75de3f2,2017-2018,FW
1417,Matías Ezequiel Rodríguez,13fece97,2017-2020,MF
1418,Víctor Ezequiel Salazar,e498257c,2006-2020,MF
1419,Cristian Fabbiani,c0f350ff,2001-2011,DF
1420,"Néstor Fabbri 1999-2004 · DF · Nantes, Guingamp, Estudiantes",0c658595,1999-2004,FW
1421,Darío Fabbro,5ab14e4f,2002-2003,DF
1422,Luis Fabián Artime,88bc7f8a,2001-2002,FW
1423,Gustavo Fabián López,397af482,2002-2004,FW
1424,Ives Fabián Quintana,f7ee8bee,2005-2011,MF
1425,José Fabián Ramírez,2b08d0bf,2001-2008,FW
1426,Nicolás Fabián Rodríguez,5b723111,2015-2017,GK
1427,Marcos Fabián Sánchez,493ce406,2019-2020,GK
1428,Diego Fabián Torres,cbf72aef,2015-2019,DF
1429,Iván Moreno y Fabianesi,819bbb09,2002-2015,MF
1430,Serafín Fabricio García,7aab5983,2002-2009,MF
1431,Martín Fabro,0cf514a3,2004-2015,DF
1432,Emir Faccioli,c5d8abc1,2007-2019,MF
1433,Damian Facciuto,9630475e,2005-2006,DF
1434,Kevin Facundo Gutiérrez,b9412d9e,2017-2020,MF
1435,"Daniel Fagiani 1999-2006 · DF · Numancia, Tenerife, Valencia, San Lorenzo",e7524ca1,1999-2006,MF
1436,Leonardo Fagúndez,ef8b6baa,2014-2015,DF
1437,Federico Falcone,59f28ed6,2010-2019,FW
1438,Manuel Falón,a2aedc5a,2016-2017,FW
1439,Matías Fantín,39f49f64,ntín 2016,MF
1440,Caín Fara,3d430e86,2019-2020,MF
1441,Lorenzo Faravelli,edd0ec6a,2010-2020,DF
1442,Franco Faría,84757e26,2016-2017,MF
1443,Agustín Farías,ea8d470b,2014-2020,MF
1444,"Alejandro Farías 1997-2002 · MF · New England Revolution, Club Atlético Nueva Chicago",99c6dff1,1997-2002,MF
1445,Ernesto Farías,e9c6ff58,2001-2017,MF
1446,Facundo Farías,8863ae75,2019-2020,FW
1447,Jonathan Farías,bc3b0172,2017-2018,MF
1448,Lucas Farías,fc8a737b,2012-2017,MF
1449,Luis Fariña,2a8b21d4,2009-2019,FW
1450,Brian Farioli,acbef1bb,2019-2020,MF
1451,Guillermo Farré,7868f049,2011-2017,MF
1452,Ramiro Fassi,74de8160,2002-2008,MF
1453,Federico Fattori,80373bb5,2015-2018,DF
1454,Alejandro Faurlín,594d286e,2009-2019,MF
1455,Javier Favarel,6d20d294,2013-2017,MF
1456,Federico Fazio,4e358a2d,2007-2020,MF
1457,Héctor Federico Carballo,ecfc3bdb,2002-2012,DF
1458,Tomás Federico,0e52cd6a,2018-2019,DF
1459,Gerónimo Felipe Lissi,c0c61331,issi 2015,MF
1460,Nicolás Femia,762fa3e3,2019-2020,MF
1461,Hernán Fener,38fff033,2013-2014,MF
1462,Ramiro Fergonzi,497f9946,2011-2018,FW
1463,Emmanuel Fernandes Francou,b599aa07,2005-2012,FW
1464,Nahuel Fernandes Silva,73743f77,ilva 2016,FW
1465,Adrián Fernández,68b35520,2002-2011,FW
1466,Alexis Fernández,2a49c196,2011-2013,FW
1467,Augusto Fernández,78c40e94,2005-2019,MF
1468,Brian Fernández,857e2586,2014-2020,MF
1469,Cristian Fernández,57c9f9c4,2001-2011,MF
1470,Damián Fernández,a15750e1,2019-2020,DF
1471,Daniel Fernández,1c03b9fb,2001-2007,DF
1472,Darío Fernández,62601275,2003-2010,MF
1473,Enzo Fernández,5ff4ab71,2018-2019,MF
1474,Favio Fernández,11c50add,2001-2002,MF
1475,Federico Fernández,f25b010f,2008-2020,MF
1476,Gabriel Fernández,db38fa41,2006-2012,DF
1477,Gastón Fernández,4b92bcf3,2002-2020,MF
1478,Gustavo Fernández,c8aea686,2008-2020,FW
1479,Ignacio Fernández,97a17c0b,2010-2020,FW
1480,Javier Fernández,470d67fb,2016-2017,MF
1481,Juan Fernández,4c2dab55,2001-2013,MF
1482,Julián Fernández,4bc7448d,2009-2020,MF
1483,Julián Fernández,5ba53f18,2012-2014,MF
1484,Lautaro Fernández,c3415833,2012-2014,MF
1485,Leandro Fernández,754191c8,2001-2017,FW
1486,Leandro Fernández,8b18c815,2016-2017,DF
1487,Leandro Fernández,c18bd878,2011-2020,FW
1488,Lucas Fernández,56da8f29,2011-2013,FW
1489,Marcos Fernández,0fa8e3bb,2011-2014,DF
1490,Marcos Fernández,e222389c,2015-2016,MF
1491,Mariano Fernández,96c1093b,2002-2008,MF
1492,Mauro Fernández,d523c0a3,2011-2020,DF
1493,Miguel Fernández,a6098bca,2008-2009,MF
1494,Nereo Fernández,72443d42,2001-2019,FW
1495,Nicolás Fernández,31d73bbd,2017-2020,GK
1496,Norberto Fernández,b7c5a238,2001-2004,FW
1497,Tomás Fernández,491eb973,2018-2020,MF
1498,Diego Fernando Dorregaray,a2ab450c,2017-2020,FW
1499,Juan Fernando Garro,6009bf94,2010-2020,FW
1500,Mariano Fernando González,551c7df3,2001-2007,MF
1501,Diego Fernando Molina,a1ac7c2d,2015-2016,DF
1502,Guillermo Ferracuti,ad6b4e97,2010-2017,DF
1503,Mauricio Ferradas,806e086a,2008-2009,DF
1504,Franco Ferrari,64bb0648,2019-2020,FW
1505,Franco Ferrari,e623d2a0,2018-2020,DF
1506,Gianluca Ferrari,09e1d2b1,2018-2020,FW
